dataset_path,k,alpha,beta,gamma,test_select_accuracy,train_select_accuracy,test_sample_accuracy,train_sample_accuracy,num_verifiers,verifiers,train_file,test_file,dataset_name,dataset_type,model_size,greedy_score
wfang11/mmlu-llama70b-10-10-80-dev,10,1.0,0.25,1.0,0.9577464788732394,0.9577464788732394,0.9449295774647888,0.9449295774647888,10,"QwenPRM_max_scores (7.63B), GPM (8B), DeepSeekQwen (32B), QwenPRM_min_scores (7.63B), EurusPRMStage2_avg_scores (7.62B), EurusPRMStage1_avg_scores (7.62B), SkyT1 (32B), QwenPRM_avg_scores (7.63B), GRM (8B), EurusPRMStage2_max_scores (7.62B)",results/mmlu-llama70b/weaver_train_k10_b0.25_g1.0.csv,results/mmlu-llama70b/weaver_test_k10_b0.25_g1.0.csv,mmlu-llama70b,MMLU,70B,6.816808153230459
wfang11/mmlu-llama70b-10-10-80-dev,10,1.0,0.5,0.25,0.943661971830986,0.943661971830986,0.9635211267605632,0.9635211267605632,10,"DeepSeekQwen (32B), GPM (8B), QwenPRM_max_scores (7.63B), EurusPRMStage2_avg_scores (7.62B), EurusPRMStage1_max_scores (7.62B), QwenPRM_min_scores (7.63B), SkyT1 (32B), Qwen72B_scores (72B), InternLM2 (7B), Llama-3.3-70B Instruct",results/mmlu-llama70b/weaver_train_k10_b0.5_g0.25.csv,results/mmlu-llama70b/weaver_test_k10_b0.5_g0.25.csv,mmlu-llama70b,MMLU,70B,6.382037816849863
wfang11/mmlu-llama70b-10-10-80-dev,10,1.0,0.5,0.5,0.9577464788732394,0.9577464788732394,0.9447887323943662,0.9447887323943662,10,"QwenPRM_max_scores (7.63B), GPM (8B), DeepSeekQwen (32B), EurusPRMStage2_avg_scores (7.62B), EurusPRMStage1_max_scores (7.62B), QwenPRM_min_scores (7.63B), SkyT1 (32B), Qwen72B_scores (72B), InternLM2 (7B), LDLReward (27.2B)",results/mmlu-llama70b/weaver_train_k10_b0.5_g0.5.csv,results/mmlu-llama70b/weaver_test_k10_b0.5_g0.5.csv,mmlu-llama70b,MMLU,70B,6.247167487499339
wfang11/mmlu-llama70b-10-10-80-dev,10,1.0,0.5,1.0,0.9577464788732394,0.9577464788732394,0.9447887323943662,0.9447887323943662,10,"QwenPRM_max_scores (7.63B), GPM (8B), DeepSeekQwen (32B), EurusPRMStage2_avg_scores (7.62B), EurusPRMStage1_max_scores (7.62B), QwenPRM_min_scores (7.63B), SkyT1 (32B), InternLM2 (7B), EurusPRMStage2_max_scores (7.62B), LDLReward (27.2B)",results/mmlu-llama70b/weaver_train_k10_b0.5_g1.0.csv,results/mmlu-llama70b/weaver_test_k10_b0.5_g1.0.csv,mmlu-llama70b,MMLU,70B,6.013033083046346
wfang11/mmlu-llama70b-10-10-80-dev,10,1.0,1.0,0.25,0.9577464788732394,0.9577464788732394,0.9447887323943662,0.9447887323943662,10,"DeepSeekQwen (32B), GPM (8B), QwenPRM_max_scores (7.63B), EurusPRMStage1_max_scores (7.62B), EurusPRMStage2_avg_scores (7.62B), Qwen72B_scores (72B), QwenPRM_min_scores (7.63B), LDLReward (27.2B), SkyT1 (32B), InternLM2 (7B)",results/mmlu-llama70b/weaver_train_k10_b1.0_g0.25.csv,results/mmlu-llama70b/weaver_test_k10_b1.0_g0.25.csv,mmlu-llama70b,MMLU,70B,4.993138848676206
wfang11/mmlu-llama70b-10-10-80-dev,10,1.0,1.0,0.5,0.9577464788732394,0.9577464788732394,0.9447887323943662,0.9447887323943662,10,"QwenPRM_max_scores (7.63B), GPM (8B), SkyT1 (32B), EurusPRMStage2_avg_scores (7.62B), EurusPRMStage1_max_scores (7.62B), QwenPRM_min_scores (7.63B), DeepSeekQwen (32B), LDLReward (27.2B), Qwen72B_scores (72B), InternLM2 (7B)",results/mmlu-llama70b/weaver_train_k10_b1.0_g0.5.csv,results/mmlu-llama70b/weaver_test_k10_b1.0_g0.5.csv,mmlu-llama70b,MMLU,70B,5.030680543053012
wfang11/mmlu-llama70b-10-10-80-dev,10,1.0,1.0,1.0,0.9577464788732394,0.9577464788732394,0.9447887323943662,0.9447887323943662,10,"QwenPRM_max_scores (7.63B), GPM (8B), InternLM2 (7B), LDLReward (27.2B), DeepSeekQwen (32B), EurusPRMStage1_avg_scores (7.62B), QwenPRM_min_scores (7.63B), EurusPRMStage2_avg_scores (7.62B), EurusPRMStage2_max_scores (7.62B), SkyT1 (32B)",results/mmlu-llama70b/weaver_train_k10_b1.0_g1.0.csv,results/mmlu-llama70b/weaver_test_k10_b1.0_g1.0.csv,mmlu-llama70b,MMLU,70B,4.903069439279049
wfang11/mmlu-llama70b-10-10-80-dev,15,1.0,0.25,0.25,0.943661971830986,0.943661971830986,0.9673239436619716,0.9673239436619716,15,"DeepSeekQwen (32B), QwenPRM_max_scores (7.63B), GPM (8B), QwenPRM_min_scores (7.63B), SkyT1 (32B), EurusPRMStage2_avg_scores (7.62B), Qwen72B_scores (72B), Llama-3.3-70B Instruct, EurusPRMStage1_avg_scores (7.62B), QwenPRM_avg_scores (7.63B), GRM (8B), WizardLM-2-8x22B, DeepSeekLlama (70B), LDLReward (27.2B), EurusPRMStage2_max_scores (7.62B)",results/mmlu-llama70b/weaver_train_k15_b0.25_g0.25.csv,results/mmlu-llama70b/weaver_test_k15_b0.25_g0.25.csv,mmlu-llama70b,MMLU,70B,10.141321459461867
wfang11/mmlu-llama70b-10-10-80-dev,15,1.0,0.25,0.5,0.943661971830986,0.943661971830986,0.9680281690140844,0.9680281690140844,15,"QwenPRM_max_scores (7.63B), DeepSeekQwen (32B), GPM (8B), QwenPRM_min_scores (7.63B), EurusPRMStage2_avg_scores (7.62B), SkyT1 (32B), EurusPRMStage1_avg_scores (7.62B), QwenPRM_avg_scores (7.63B), Qwen72B_scores (72B), Llama-3.3-70B Instruct, GRM (8B), DeepSeekLlama (70B), LDLReward (27.2B), EurusPRMStage2_max_scores (7.62B), EurusPRMStage1_min_scores (7.62B)",results/mmlu-llama70b/weaver_train_k15_b0.25_g0.5.csv,results/mmlu-llama70b/weaver_test_k15_b0.25_g0.5.csv,mmlu-llama70b,MMLU,70B,9.853868311382158
wfang11/mmlu-llama70b-10-10-80-dev,15,1.0,0.25,1.0,0.943661971830986,0.943661971830986,0.964507042253521,0.964507042253521,15,"QwenPRM_max_scores (7.63B), GPM (8B), DeepSeekQwen (32B), QwenPRM_min_scores (7.63B), EurusPRMStage2_avg_scores (7.62B), EurusPRMStage1_avg_scores (7.62B), SkyT1 (32B), QwenPRM_avg_scores (7.63B), GRM (8B), EurusPRMStage2_max_scores (7.62B), EurusPRMStage1_min_scores (7.62B), Llama-3.3-70B Instruct, InternLM2 (7B), Qwen72B_scores (72B), LDLReward (27.2B)",results/mmlu-llama70b/weaver_train_k15_b0.25_g1.0.csv,results/mmlu-llama70b/weaver_test_k15_b0.25_g1.0.csv,mmlu-llama70b,MMLU,70B,9.443910541896221
wfang11/mmlu-llama70b-10-10-80-dev,15,1.0,0.5,0.25,0.943661971830986,0.943661971830986,0.9673239436619716,0.9673239436619716,15,"DeepSeekQwen (32B), GPM (8B), QwenPRM_max_scores (7.63B), EurusPRMStage2_avg_scores (7.62B), EurusPRMStage1_max_scores (7.62B), QwenPRM_min_scores (7.63B), SkyT1 (32B), Qwen72B_scores (72B), InternLM2 (7B), Llama-3.3-70B Instruct, LDLReward (27.2B), EurusPRMStage2_max_scores (7.62B), DeepSeekLlama (70B), WizardLM-2-8x22B, QwenPRM_avg_scores (7.63B)",results/mmlu-llama70b/weaver_train_k15_b0.5_g0.25.csv,results/mmlu-llama70b/weaver_test_k15_b0.5_g0.25.csv,mmlu-llama70b,MMLU,70B,8.635605968190557
wfang11/mmlu-llama70b-10-10-80-dev,15,1.0,0.5,0.5,0.943661971830986,0.943661971830986,0.9661971830985916,0.9661971830985916,15,"QwenPRM_max_scores (7.63B), GPM (8B), DeepSeekQwen (32B), EurusPRMStage2_avg_scores (7.62B), EurusPRMStage1_max_scores (7.62B), QwenPRM_min_scores (7.63B), SkyT1 (32B), Qwen72B_scores (72B), InternLM2 (7B), LDLReward (27.2B), EurusPRMStage2_max_scores (7.62B), Llama-3.3-70B Instruct, QwenPRM_avg_scores (7.63B), DeepSeekLlama (70B), GRM (8B)",results/mmlu-llama70b/weaver_train_k15_b0.5_g0.5.csv,results/mmlu-llama70b/weaver_test_k15_b0.5_g0.5.csv,mmlu-llama70b,MMLU,70B,8.364087231039818
wfang11/mmlu-llama70b-10-10-80-dev,15,1.0,0.5,1.0,0.943661971830986,0.943661971830986,0.964507042253521,0.964507042253521,15,"QwenPRM_max_scores (7.63B), GPM (8B), DeepSeekQwen (32B), EurusPRMStage2_avg_scores (7.62B), EurusPRMStage1_max_scores (7.62B), QwenPRM_min_scores (7.63B), SkyT1 (32B), InternLM2 (7B), EurusPRMStage2_max_scores (7.62B), LDLReward (27.2B), Qwen72B_scores (72B), QwenPRM_avg_scores (7.63B), GRM (8B), EurusPRMStage1_min_scores (7.62B), Llama-3.3-70B Instruct",results/mmlu-llama70b/weaver_train_k15_b0.5_g1.0.csv,results/mmlu-llama70b/weaver_test_k15_b0.5_g1.0.csv,mmlu-llama70b,MMLU,70B,7.946966971383322
wfang11/mmlu-llama70b-10-10-80-dev,15,1.0,1.0,0.25,0.943661971830986,0.943661971830986,0.9671830985915492,0.9671830985915492,15,"DeepSeekQwen (32B), GPM (8B), QwenPRM_max_scores (7.63B), EurusPRMStage1_max_scores (7.62B), EurusPRMStage2_avg_scores (7.62B), Qwen72B_scores (72B), QwenPRM_min_scores (7.63B), LDLReward (27.2B), SkyT1 (32B), InternLM2 (7B), EurusPRMStage2_max_scores (7.62B), Qwen2.5-72B Instruct, DeepSeekLlama (70B), WizardLM-2-8x22B, Llama-3.3-70B Instruct",results/mmlu-llama70b/weaver_train_k15_b1.0_g0.25.csv,results/mmlu-llama70b/weaver_test_k15_b1.0_g0.25.csv,mmlu-llama70b,MMLU,70B,5.828036647287318
wfang11/mmlu-llama70b-10-10-80-dev,15,1.0,1.0,0.5,0.943661971830986,0.943661971830986,0.967605633802817,0.967605633802817,15,"QwenPRM_max_scores (7.63B), GPM (8B), SkyT1 (32B), EurusPRMStage2_avg_scores (7.62B), EurusPRMStage1_max_scores (7.62B), QwenPRM_min_scores (7.63B), DeepSeekQwen (32B), LDLReward (27.2B), Qwen72B_scores (72B), InternLM2 (7B), EurusPRMStage2_max_scores (7.62B), Qwen2.5-72B Instruct, DeepSeekLlama (70B), Llama-3.3-70B Instruct, GRM (8B)",results/mmlu-llama70b/weaver_train_k15_b1.0_g0.5.csv,results/mmlu-llama70b/weaver_test_k15_b1.0_g0.5.csv,mmlu-llama70b,MMLU,70B,5.655123289548904
wfang11/mmlu-llama70b-10-10-80-dev,15,1.0,1.0,1.0,0.9577464788732394,0.9577464788732394,0.9611267605633802,0.9611267605633802,15,"QwenPRM_max_scores (7.63B), GPM (8B), InternLM2 (7B), LDLReward (27.2B), DeepSeekQwen (32B), EurusPRMStage1_avg_scores (7.62B), QwenPRM_min_scores (7.63B), EurusPRMStage2_avg_scores (7.62B), EurusPRMStage2_max_scores (7.62B), SkyT1 (32B), Qwen72B_scores (72B), GRM (8B), Qwen2.5-72B Instruct, DeepSeekLlama (70B), EurusPRMStage1_min_scores (7.62B)",results/mmlu-llama70b/weaver_train_k15_b1.0_g1.0.csv,results/mmlu-llama70b/weaver_test_k15_b1.0_g1.0.csv,mmlu-llama70b,MMLU,70B,5.21423874552847
wfang11/mmlu-llama8b-10-10-80-dev,5,1.0,0.25,0.25,0.8450704225352113,0.8450704225352113,0.6939436619718309,0.6939436619718309,5,"QwenPRM_min_scores (7.63B), GRM_GEMMA (2B), QwenPRM_max_scores (7.63B), QwenPRM_avg_scores (7.63B), EurusPRMStage1_max_scores (7.62B)",results/mmlu-llama8b/weaver_train_k5_b0.25_g0.25.csv,results/mmlu-llama8b/weaver_test_k5_b0.25_g0.25.csv,mmlu-llama8b,MMLU,8B,2.276608815405501
wfang11/mmlu-llama8b-10-10-80-dev,5,1.0,0.25,0.5,0.8450704225352113,0.8450704225352113,0.6939436619718309,0.6939436619718309,5,"GRM_GEMMA (2B), QwenPRM_min_scores (7.63B), QwenPRM_max_scores (7.63B), GRM_LLama32 (3B), QwenPRM_avg_scores (7.63B)",results/mmlu-llama8b/weaver_train_k5_b0.25_g0.5.csv,results/mmlu-llama8b/weaver_test_k5_b0.25_g0.5.csv,mmlu-llama8b,MMLU,8B,1.362986736105991
wfang11/mmlu-llama8b-10-10-80-dev,5,1.0,0.25,1.0,0.8450704225352113,0.8450704225352113,0.6939436619718309,0.6939436619718309,5,"GRM_GEMMA (2B), GRM_LLama32 (3B), QwenPRM_min_scores (7.63B), QwenPRM_max_scores (7.63B), QwenPRM_avg_scores (7.63B)",results/mmlu-llama8b/weaver_train_k5_b0.25_g1.0.csv,results/mmlu-llama8b/weaver_test_k5_b0.25_g1.0.csv,mmlu-llama8b,MMLU,8B,-0.26201326389400903
wfang11/mmlu-llama8b-10-10-80-dev,5,1.0,0.5,0.25,0.8169014084507042,0.8169014084507042,0.6743661971830986,0.6743661971830986,5,"QwenPRM_min_scores (7.63B), GRM_GEMMA (2B), EurusPRMStage2_max_scores (7.62B), QwenPRM_max_scores (7.63B), EurusPRMStage1_max_scores (7.62B)",results/mmlu-llama8b/weaver_train_k5_b0.5_g0.25.csv,results/mmlu-llama8b/weaver_test_k5_b0.5_g0.25.csv,mmlu-llama8b,MMLU,8B,2.0126607326739205
wfang11/mmlu-llama8b-10-10-80-dev,5,1.0,0.5,0.5,0.8450704225352113,0.8450704225352113,0.6847887323943662,0.6847887323943662,5,"GRM_GEMMA (2B), EurusPRMStage1_max_scores (7.62B), QwenPRM_avg_scores (7.63B), EurusPRMStage2_max_scores (7.62B), QwenPRM_max_scores (7.63B)",results/mmlu-llama8b/weaver_train_k5_b0.5_g0.5.csv,results/mmlu-llama8b/weaver_test_k5_b0.5_g0.5.csv,mmlu-llama8b,MMLU,8B,1.2214126837342114
wfang11/mmlu-llama8b-10-10-80-dev,5,1.0,0.5,1.0,0.8450704225352113,0.8450704225352113,0.652394366197183,0.652394366197183,5,"GRM_GEMMA (2B), EurusPRMStage1_max_scores (7.62B), QwenPRM_avg_scores (7.63B), GRM_LLama32 (3B), EurusPRMStage2_max_scores (7.62B)",results/mmlu-llama8b/weaver_train_k5_b0.5_g1.0.csv,results/mmlu-llama8b/weaver_test_k5_b0.5_g1.0.csv,mmlu-llama8b,MMLU,8B,-0.48446469260050745
wfang11/mmlu-llama8b-10-10-80-dev,5,1.0,1.0,0.25,0.8591549295774648,0.8591549295774648,0.6638028169014085,0.6638028169014085,5,"QwenPRM_min_scores (7.63B), GPM (8B), EurusPRMStage2_max_scores (7.62B), GRM_GEMMA (2B), QwenPRM_max_scores (7.63B)",results/mmlu-llama8b/weaver_train_k5_b1.0_g0.25.csv,results/mmlu-llama8b/weaver_test_k5_b1.0_g0.25.csv,mmlu-llama8b,MMLU,8B,1.9069288605764971
wfang11/mmlu-llama8b-10-10-80-dev,5,1.0,1.0,0.5,0.8873239436619719,0.8873239436619719,0.6240845070422536,0.6240845070422536,5,"GRM_GEMMA (2B), GPM (8B), QwenPRM_avg_scores (7.63B), EurusPRMStage2_max_scores (7.62B), EurusPRMStage1_min_scores (7.62B)",results/mmlu-llama8b/weaver_train_k5_b1.0_g0.5.csv,results/mmlu-llama8b/weaver_test_k5_b1.0_g0.5.csv,mmlu-llama8b,MMLU,8B,1.3723647775368328
wfang11/mmlu-llama8b-10-10-80-dev,5,1.0,1.0,1.0,0.8873239436619719,0.8873239436619719,0.6240845070422536,0.6240845070422536,5,"GRM_GEMMA (2B), GPM (8B), QwenPRM_avg_scores (7.63B), EurusPRMStage2_max_scores (7.62B), EurusPRMStage1_min_scores (7.62B)",results/mmlu-llama8b/weaver_train_k5_b1.0_g1.0.csv,results/mmlu-llama8b/weaver_test_k5_b1.0_g1.0.csv,mmlu-llama8b,MMLU,8B,-0.5651352224631672
wfang11/mmlu-llama8b-10-10-80-dev,10,1.0,0.25,0.25,0.9014084507042254,0.9014084507042254,0.6422535211267607,0.6422535211267607,10,"QwenPRM_min_scores (7.63B), GRM_GEMMA (2B), QwenPRM_max_scores (7.63B), QwenPRM_avg_scores (7.63B), EurusPRMStage1_max_scores (7.62B), InternLM2 (7B), EurusPRMStage2_max_scores (7.62B), EurusPRMStage2_avg_scores (7.62B), GRM_LLama32 (3B), EurusPRMStage1_min_scores (7.62B)",results/mmlu-llama8b/weaver_train_k10_b0.25_g0.25.csv,results/mmlu-llama8b/weaver_test_k10_b0.25_g0.25.csv,mmlu-llama8b,MMLU,8B,3.8076533111184903
wfang11/mmlu-llama8b-10-10-80-dev,10,1.0,0.25,0.5,0.9014084507042254,0.9014084507042254,0.6422535211267607,0.6422535211267607,10,"GRM_GEMMA (2B), QwenPRM_min_scores (7.63B), QwenPRM_max_scores (7.63B), GRM_LLama32 (3B), QwenPRM_avg_scores (7.63B), EurusPRMStage1_max_scores (7.62B), InternLM2 (7B), EurusPRMStage2_max_scores (7.62B), EurusPRMStage2_avg_scores (7.62B), EurusPRMStage1_min_scores (7.62B)",results/mmlu-llama8b/weaver_train_k10_b0.25_g0.5.csv,results/mmlu-llama8b/weaver_test_k10_b0.25_g0.5.csv,mmlu-llama8b,MMLU,8B,1.9014033111184905
wfang11/mmlu-llama8b-10-10-80-dev,10,1.0,0.25,1.0,0.9014084507042254,0.9014084507042254,0.6422535211267607,0.6422535211267607,10,"GRM_GEMMA (2B), GRM_LLama32 (3B), QwenPRM_min_scores (7.63B), QwenPRM_max_scores (7.63B), QwenPRM_avg_scores (7.63B), EurusPRMStage1_max_scores (7.62B), InternLM2 (7B), EurusPRMStage2_max_scores (7.62B), EurusPRMStage2_avg_scores (7.62B), EurusPRMStage1_min_scores (7.62B)",results/mmlu-llama8b/weaver_train_k10_b0.25_g1.0.csv,results/mmlu-llama8b/weaver_test_k10_b0.25_g1.0.csv,mmlu-llama8b,MMLU,8B,-1.9110966888815095
wfang11/mmlu-llama8b-10-10-80-dev,10,1.0,0.5,0.25,0.9014084507042254,0.9014084507042254,0.6422535211267607,0.6422535211267607,10,"QwenPRM_min_scores (7.63B), GRM_GEMMA (2B), EurusPRMStage2_max_scores (7.62B), QwenPRM_max_scores (7.63B), EurusPRMStage1_max_scores (7.62B), EurusPRMStage1_min_scores (7.62B), QwenPRM_avg_scores (7.63B), EurusPRMStage2_avg_scores (7.62B), InternLM2 (7B), GRM_LLama32 (3B)",results/mmlu-llama8b/weaver_train_k10_b0.5_g0.25.csv,results/mmlu-llama8b/weaver_test_k10_b0.5_g0.25.csv,mmlu-llama8b,MMLU,8B,2.774238915600406
wfang11/mmlu-llama8b-10-10-80-dev,10,1.0,0.5,0.5,0.9014084507042254,0.9014084507042254,0.6422535211267607,0.6422535211267607,10,"GRM_GEMMA (2B), EurusPRMStage1_max_scores (7.62B), QwenPRM_avg_scores (7.63B), EurusPRMStage2_max_scores (7.62B), QwenPRM_max_scores (7.63B), QwenPRM_min_scores (7.63B), EurusPRMStage1_min_scores (7.62B), EurusPRMStage2_avg_scores (7.62B), GRM_LLama32 (3B), InternLM2 (7B)",results/mmlu-llama8b/weaver_train_k10_b0.5_g0.5.csv,results/mmlu-llama8b/weaver_test_k10_b0.5_g0.5.csv,mmlu-llama8b,MMLU,8B,1.048915925024332
wfang11/mmlu-llama8b-10-10-80-dev,10,1.0,0.5,1.0,0.9014084507042254,0.9014084507042254,0.6422535211267607,0.6422535211267607,10,"GRM_GEMMA (2B), EurusPRMStage1_max_scores (7.62B), QwenPRM_avg_scores (7.63B), GRM_LLama32 (3B), EurusPRMStage2_max_scores (7.62B), QwenPRM_max_scores (7.63B), QwenPRM_min_scores (7.63B), EurusPRMStage1_min_scores (7.62B), EurusPRMStage2_avg_scores (7.62B), InternLM2 (7B)",results/mmlu-llama8b/weaver_train_k10_b0.5_g1.0.csv,results/mmlu-llama8b/weaver_test_k10_b0.5_g1.0.csv,mmlu-llama8b,MMLU,8B,-2.763584074975668
wfang11/mmlu-llama8b-10-10-80-dev,10,1.0,1.0,0.25,0.9014084507042254,0.9014084507042254,0.6509859154929578,0.6509859154929578,10,"QwenPRM_min_scores (7.63B), GPM (8B), EurusPRMStage2_max_scores (7.62B), GRM_GEMMA (2B), QwenPRM_max_scores (7.63B), EurusPRMStage1_min_scores (7.62B), EurusPRMStage1_max_scores (7.62B), EurusPRMStage2_avg_scores (7.62B), QwenPRM_avg_scores (7.63B), InternLM2 (7B)",results/mmlu-llama8b/weaver_train_k10_b1.0_g0.25.csv,results/mmlu-llama8b/weaver_test_k10_b1.0_g0.25.csv,mmlu-llama8b,MMLU,8B,1.5733887454004543
wfang11/mmlu-llama8b-10-10-80-dev,10,1.0,1.0,0.5,0.9014084507042254,0.9014084507042254,0.6509859154929578,0.6509859154929578,10,"GRM_GEMMA (2B), GPM (8B), QwenPRM_avg_scores (7.63B), EurusPRMStage2_max_scores (7.62B), EurusPRMStage1_min_scores (7.62B), EurusPRMStage1_max_scores (7.62B), QwenPRM_max_scores (7.63B), EurusPRMStage2_avg_scores (7.62B), QwenPRM_min_scores (7.63B), InternLM2 (7B)",results/mmlu-llama8b/weaver_train_k10_b1.0_g0.5.csv,results/mmlu-llama8b/weaver_test_k10_b1.0_g0.5.csv,mmlu-llama8b,MMLU,8B,-0.19896622240074224
wfang11/mmlu-llama8b-10-10-80-dev,10,1.0,1.0,1.0,0.9014084507042254,0.9014084507042254,0.6509859154929578,0.6509859154929578,10,"GRM_GEMMA (2B), GPM (8B), QwenPRM_avg_scores (7.63B), EurusPRMStage2_max_scores (7.62B), EurusPRMStage1_min_scores (7.62B), EurusPRMStage1_max_scores (7.62B), QwenPRM_max_scores (7.63B), GRM_LLama32 (3B), EurusPRMStage2_avg_scores (7.62B), QwenPRM_min_scores (7.63B)",results/mmlu-llama8b/weaver_train_k10_b1.0_g1.0.csv,results/mmlu-llama8b/weaver_test_k10_b1.0_g1.0.csv,mmlu-llama8b,MMLU,8B,-4.098077304378207
wfang11/mmlu-llama8b-10-10-80-dev,15,1.0,0.25,0.25,0.8591549295774648,0.8591549295774648,0.6611267605633802,0.6611267605633802,15,"QwenPRM_min_scores (7.63B), GRM_GEMMA (2B), QwenPRM_max_scores (7.63B), QwenPRM_avg_scores (7.63B), EurusPRMStage1_max_scores (7.62B), InternLM2 (7B), EurusPRMStage2_max_scores (7.62B), EurusPRMStage2_avg_scores (7.62B), GRM_LLama32 (3B), EurusPRMStage1_min_scores (7.62B), GRM (8B), Skyworks (8B), QRM (8B), EurusPRMStage1_avg_scores (7.62B), EurusPRMStage2_min_scores (7.62B)",results/mmlu-llama8b/weaver_train_k15_b0.25_g0.25.csv,results/mmlu-llama8b/weaver_test_k15_b0.25_g0.25.csv,mmlu-llama8b,MMLU,8B,4.920830010798866
wfang11/mmlu-llama8b-10-10-80-dev,15,1.0,0.25,0.5,0.8591549295774648,0.8591549295774648,0.6611267605633802,0.6611267605633802,15,"GRM_GEMMA (2B), QwenPRM_min_scores (7.63B), QwenPRM_max_scores (7.63B), GRM_LLama32 (3B), QwenPRM_avg_scores (7.63B), EurusPRMStage1_max_scores (7.62B), InternLM2 (7B), EurusPRMStage2_max_scores (7.62B), EurusPRMStage2_avg_scores (7.62B), EurusPRMStage1_min_scores (7.62B), GRM (8B), Skyworks (8B), EurusPRMStage1_avg_scores (7.62B), EurusPRMStage2_min_scores (7.62B), QRM (8B)",results/mmlu-llama8b/weaver_train_k15_b0.25_g0.5.csv,results/mmlu-llama8b/weaver_test_k15_b0.25_g0.5.csv,mmlu-llama8b,MMLU,8B,1.8270800107988658
wfang11/mmlu-llama8b-10-10-80-dev,15,1.0,0.25,1.0,0.8591549295774648,0.8591549295774648,0.6611267605633802,0.6611267605633802,15,"GRM_GEMMA (2B), GRM_LLama32 (3B), QwenPRM_min_scores (7.63B), QwenPRM_max_scores (7.63B), QwenPRM_avg_scores (7.63B), EurusPRMStage1_max_scores (7.62B), InternLM2 (7B), EurusPRMStage2_max_scores (7.62B), EurusPRMStage2_avg_scores (7.62B), EurusPRMStage1_min_scores (7.62B), EurusPRMStage1_avg_scores (7.62B), EurusPRMStage2_min_scores (7.62B), GRM (8B), Skyworks (8B), QRM (8B)",results/mmlu-llama8b/weaver_train_k15_b0.25_g1.0.csv,results/mmlu-llama8b/weaver_test_k15_b0.25_g1.0.csv,mmlu-llama8b,MMLU,8B,-4.360419989201134
wfang11/mmlu-llama8b-10-10-80-dev,15,1.0,0.5,0.25,0.8450704225352113,0.8450704225352113,0.6695774647887324,0.6695774647887324,15,"QwenPRM_min_scores (7.63B), GRM_GEMMA (2B), EurusPRMStage2_max_scores (7.62B), QwenPRM_max_scores (7.63B), EurusPRMStage1_max_scores (7.62B), EurusPRMStage1_min_scores (7.62B), QwenPRM_avg_scores (7.63B), EurusPRMStage2_avg_scores (7.62B), InternLM2 (7B), GRM_LLama32 (3B), GRM (8B), GPM (8B), Skyworks (8B), EurusPRMStage1_avg_scores (7.62B), EurusPRMStage2_min_scores (7.62B)",results/mmlu-llama8b/weaver_train_k15_b0.5_g0.25.csv,results/mmlu-llama8b/weaver_test_k15_b0.5_g0.25.csv,mmlu-llama8b,MMLU,8B,2.8847195961439622
wfang11/mmlu-llama8b-10-10-80-dev,15,1.0,0.5,0.5,0.8450704225352113,0.8450704225352113,0.6695774647887324,0.6695774647887324,15,"GRM_GEMMA (2B), EurusPRMStage1_max_scores (7.62B), QwenPRM_avg_scores (7.63B), EurusPRMStage2_max_scores (7.62B), QwenPRM_max_scores (7.63B), QwenPRM_min_scores (7.63B), EurusPRMStage1_min_scores (7.62B), EurusPRMStage2_avg_scores (7.62B), GRM_LLama32 (3B), InternLM2 (7B), EurusPRMStage1_avg_scores (7.62B), GRM (8B), EurusPRMStage2_min_scores (7.62B), GPM (8B), Skyworks (8B)",results/mmlu-llama8b/weaver_train_k15_b0.5_g0.5.csv,results/mmlu-llama8b/weaver_test_k15_b0.5_g0.5.csv,mmlu-llama8b,MMLU,8B,-0.028103394432111795
wfang11/mmlu-llama8b-10-10-80-dev,15,1.0,0.5,1.0,0.8450704225352113,0.8450704225352113,0.6695774647887324,0.6695774647887324,15,"GRM_GEMMA (2B), EurusPRMStage1_max_scores (7.62B), QwenPRM_avg_scores (7.63B), GRM_LLama32 (3B), EurusPRMStage2_max_scores (7.62B), QwenPRM_max_scores (7.63B), QwenPRM_min_scores (7.63B), EurusPRMStage1_min_scores (7.62B), EurusPRMStage2_avg_scores (7.62B), InternLM2 (7B), EurusPRMStage1_avg_scores (7.62B), EurusPRMStage2_min_scores (7.62B), GRM (8B), GPM (8B), Skyworks (8B)",results/mmlu-llama8b/weaver_train_k15_b0.5_g1.0.csv,results/mmlu-llama8b/weaver_test_k15_b0.5_g1.0.csv,mmlu-llama8b,MMLU,8B,-6.2156033944321125
wfang11/mmlu-llama8b-10-10-80-dev,15,1.0,1.0,0.25,0.8450704225352113,0.8450704225352113,0.6695774647887324,0.6695774647887324,15,"QwenPRM_min_scores (7.63B), GPM (8B), EurusPRMStage2_max_scores (7.62B), GRM_GEMMA (2B), QwenPRM_max_scores (7.63B), EurusPRMStage1_min_scores (7.62B), EurusPRMStage1_max_scores (7.62B), EurusPRMStage2_avg_scores (7.62B), QwenPRM_avg_scores (7.63B), InternLM2 (7B), EurusPRMStage1_avg_scores (7.62B), EurusPRMStage2_min_scores (7.62B), GRM (8B), GRM_LLama32 (3B), Skyworks (8B)",results/mmlu-llama8b/weaver_train_k15_b1.0_g0.25.csv,results/mmlu-llama8b/weaver_test_k15_b1.0_g0.25.csv,mmlu-llama8b,MMLU,8B,-0.3751325678883316
